region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,108 BG PARTY-LIST,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,109 PAMILYANG MAGSASAKA,2,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,110 COOP NATCCO,6,1.27 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,111 FRONTLINERS ANG BIDA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,112 KASAMA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,113 AKO BISDAK,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,114 GP PARTY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,115 BAHAY,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,116 MAGSASAKA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,117 MARINO,2,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,118 UNITED FRONTLINERS,2,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,119 L.O.G.R.O. KUSINERO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,120 BPO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,121 ABANG LINGKOD,120,25.47 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,122 KUSUG TAUSUG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,123 PLM,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,124 OK PARTYLIST,2,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,125 A TEACHER,2,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,126 PASADA-CC,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,127 OFW FAMILY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,128 ANGKLA,2,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,129 COCOMAN,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,130 ACT AS ONE,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,131 AKO ILOCANO AKO,7,1.48 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,132 TRABAHO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,133 PATROL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,134 AKO PADAYON,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,135 ABONO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,136 MANILA TEACHERS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,137 KOOP-KAMPI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,138 MAYPAGASA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,139 PVAID,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,140 TUTOK TO WIN,7,1.48 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,141 BAYAN MUNA,4,0.84 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,142 API,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,143 ARTE,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,144 ASAP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,145 BUNYOG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,146 AKBAYAN,5,1.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,147 DAMAYAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,148 WIFI,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,149 CANCER PARTY LIST,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,150 1-ANG EDUKASYON,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,151 UFCC,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,152 AGRI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,153 MAHARLIKA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,154 ANAKPAWIS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,155 1TAHANAN,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,156 TURISMO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,157 APEC,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,158 SENIOR CITIZENS PARTYLIST,10,2.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,159 AASENSO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,160 AMIN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,161 1-PACMAN,4,0.84 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,162 ABB-NFCPI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,163 AN WARAY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,164 AP PARTYLIST,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,165 AKAP PINOY,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,166 BUHAY,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,167 ARISE,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,168 IWI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,169 ANG TINIG NG SENIORS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,170 LBP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,171 IPEACE EPANAW,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,172 APAT-DAPAT,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,173 UMA ILONGGO,5,1.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,174 AYUDA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,175 SAMBAYANAN,4,0.84 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,176 AKO BREEDER,3,0.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,177 FPJ,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,PARTYLIST,178 LIBRO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,REP,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,REP,"ATAYDE, DAN (IND)",195,30.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,REP,"DAVID, WILLY (IND)",2,0.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,REP,"GASATAYA, GREG (NPC)",438,68.75 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,REP,"GUSTILO, ROMY (IND)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,REP,"SAN MIGUEL, NONONG (PDDS)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,MAYOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,MAYOR,"BENITEZ, ALBEE (PDPLBN)",354,53.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,MAYOR,"LEONARDIA, BING (NP)",306,46.36 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,VICE_MAYOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,VICE_MAYOR,"DISTRITO, CAESAR (PDPLBN)",175,28.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,VICE_MAYOR,"FAMILIARAN, EL CID (NP)",340,54.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,VICE_MAYOR,"GAMBOA, WILSON JR. (IND)",110,17.60 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"ANG, EM (NP)",334,5.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"ARROYO, ALAN (IND)",43,0.69 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"AUJERO, JORGE THE WISE (IND)",8,0.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"BAIS, HOMER (PDPLBN)",187,3.03 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"BARIBAR, ARCHIE (PROMDI)",244,3.96 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"BELARIO, 007 (IND)",18,0.29 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"BELORIA, TOTO CESAR (IND)",81,1.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"CONTRERAS, LR (PRP)",23,0.37 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"DIAZ, JONATHAN JR. (NP)",131,2.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"DISTRITO, SIMPLE (PDPLBN)",190,3.08 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"ESPINO, AL (NPC)",235,3.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"FLOR, CELIA (IND)",248,4.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"GICO, VIC (IND)",26,0.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"GONZALEZ, VLADI (PDPLBN)",249,4.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"GUILLEM, ED (NP)",189,3.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"HERMOSURA, BONG (IND)",41,0.66 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"JAUOD, JIFFY (IND)",9,0.14 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"LACSON, PATRICK (PDPLBN)",210,3.41 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"LOPEZ, CARL (NP)",228,3.70 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"MAYO, MARK STEVEN (NPC)",69,1.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"MONTALVO, CASH (NP)",176,2.85 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"NACIONALES, FERMIN (IND)",15,0.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"NOVERO, RENECITO (NP)",285,4.62 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"OROLA, BART (PDPLBN)",199,3.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"PADIOS, EDUARDO (PPM)",44,0.71 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"PUENTEVELLA, KALAW (PROMDI)",207,3.36 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"RAMOS, DINDO (NP)",251,4.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"ROJAS, CINDY (NP)",325,5.27 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"SALANGA, ISRAEL (NP)",368,5.97 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"SAYSON, THADDY (PDPLBN)",284,4.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"SOLIDUM, MARLON (NPC)",173,2.80 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"SORONGON, CHRIS (NP)",219,3.55 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"SY, PAO (NPC)",182,2.95 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"TAN, CANO GWAPO (AKSYON)",185,3.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"VERDEFLOR, SONYA (UNEGA)",186,3.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"VILLAFUERTE, RICO (IND)",40,0.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"VILLAROSA, JASON (LAKAS)",235,3.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010362,SP,"WEBER, CHRISTIAN (IND)",21,0.34 %
region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"ABELLA, ERNIE (IND)",2,0.30 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"DE GUZMAN, LEODY (PLM)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"DOMAGOSO, ISKO MORENO (AKSYON)",37,5.71 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"GONZALES, NORBERTO (PDSP)",2,0.30 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"LACSON, PING (PDR)",8,1.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"MANGONDATO, FAISAL (KTPNAN)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"MARCOS, BONGBONG (PFP)",294,45.44 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"MONTEMAYOR, JOSE JR. (DPP)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"PACQUIAO, MANNY PACMAN(PROMDI)",38,5.87 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,PRESIDENT,"ROBREDO, LENI (IND)",265,40.95 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"ATIENZA, LITO (PROMDI)",6,0.94 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"BELLO, WALDEN (PLM)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"DAVID, RIZALITO (DPP)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"DUTERTE, SARA (LAKAS)",289,45.44 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"LOPEZ, MANNY SD (WPP)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"ONG, DOC WILLIE (AKSYON)",27,4.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"PANGILINAN, KIKO (LP)",188,29.55 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"SERAPIO, CARLOS (KTPNAN)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,VICE_PRESIDENT,"SOTTO, VICENTE TITO (NPC)",125,19.65 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"AFUANG, ABNER (IND)",12,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"ALBANI, IBRAHIM (WPP)",9,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"ARRANZA, MANG JESS (IND)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BAGUILAT, TEDDY (LP)",96,1.60 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BAILEN, AGNES (IND)",6,0.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BALITA, CARL (AKSYON)",46,0.77 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BARBO, LUTZ (PDPLBN)",6,0.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BAUTISTA, HERBERT BISTEK (NPC)",148,2.48 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BELGICA, GRECO (PDDS)",24,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BELLO, SILVESTRE JR. (PDPLBN)",28,0.46 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"BINAY, JOJO (UNA)",115,1.92 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"CABONEGRO, ROY (PLM)",13,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"CASTRICIONES, BRO JOHN(PDPLBN)",11,0.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"CAYETANO, ALAN PETER (IND)",241,4.03 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"CHAVEZ, MELCHOR (WPP)",10,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"COLMENARES, NERI (MKBYN)",209,3.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"D'ANGELO, DAVID (PLM)",20,0.33 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"DE LIMA, LEILA (LP)",170,2.84 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"DEL ROSARIO, MONSOUR (PDR)",77,1.29 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"DIAZ, DING (PPP)",14,0.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"DIOKNO, CHEL (KANP)",253,4.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"EJERCITO, JV ESTRADA (NPC)",159,2.66 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"ELEAZAR, GEN. GUILLERMO (PDR)",151,2.53 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"EREÑO, BRO. ERNIE (PM)",3,0.05 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"ESCUDERO, CHIZ (NPC)",282,4.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"ESPIRITU, LUKE (PLM)",106,1.77 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"ESTRADA, JINGGOY (PMP)",76,1.27 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"FALCONE, BAL FALCON (DPP)",5,0.08 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"GADON, LARRY (KBL)",104,1.74 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"GATCHALIAN, WIN (NPC)",248,4.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"GORDON, WOW DICK (BVNP)",182,3.05 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"GUTOC, SAMIRA (AKSYON)",31,0.51 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"HONASAN, GRINGO (IND)",119,1.99 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"HONTIVEROS, RISA (AKBAYAN)",305,5.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"JAVELLANA, RJ (IND)",10,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"KIRAM, NUR-MAHAL (IND)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"LABOG, ELMER (MKBYN)",21,0.35 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"LACSON, KUYA ALEX (KP)",151,2.53 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"LANGIT, REY (PDPLBN)",12,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"LEGARDA, LOREN (NPC)",290,4.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"LIM, ARIEL (IND)",8,0.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"MALLILLIN, EMILY (PPM)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"MARCOLETA, RODANTE (PDPLBN)",42,0.70 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"MARCOS, FRANCIS LEO (IND)",38,0.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"MATULA, SONNY (IND)",70,1.17 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"MINDALANO-ADAM,MARIETA(KTPNAN)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"OLARTE, ATTY/DR. LEO (BIGKIS)",20,0.33 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010363,SENATOR,"PADILLA, DRA. MINGUITA (PDR)",46,0.77 %
